TTIcode	HotelName	ChainID	ChainName	a_chain_code	a_chain_name	a_master_chain_code	a_master_chain_name	CityCode	CityName	localeID	LocaleName	LocaleAbbreviation	CountryCode	CountryName	IATA_code	IATA_lookup_level	FullAddress	StreetNumber	AddressLine	PostalCode	AddressCityName	Phone	Latitude	Longitude	LastLoadDate
61758000	Villa Alberti	NULL	NULL	NULL	NULL	NULL	NULL	22296	Dolo	437	Veneto	NULL	IT	Italy	VCE	C	NULL	90	Via Ettore Tito 90	30031	Dolo	+390414266512	45.430402000	12.111876000	2026-01-29 15:19:00
61758055	My Resort Hua Hin By Huahin Resort Condo	NULL	NULL	NULL	NULL	NULL	NULL	866	Hua Hin	932	Hua Hin & surrounding area	NULL	TH	Thailand	HHQ	L	NULL	NULL	Khao Takieb - Hua Hin Road	77110	Hua Hin	+66990426365	12.529707350	99.968412920	2026-01-29 15:19:00
61758102	Hostel B&B&B&B&B - Adult Only	NULL	NULL	NULL	NULL	NULL	NULL	8027	Vilnius	1682	Vilnius & surrounding area	NULL	LT	Lithuania	VNO	C	NULL	5	Kauno g.	03215	Vilnius	NULL	54.672971770	25.277777620	2026-01-29 15:19:00
61758226	Townhouse Hotel Salemba by OYO Rooms	2762	OYO (Parent)	OY	OYO HOTELS AND HOMES	NULL	NULL	339	Jakarta	1552	Jakarta & Umgebung	NULL	ID	Indonesia	JKT	L	NULL	26	Jalan Salemba Raya	10430	Jakarta	NULL	-6.197915150	106.851843970	2022-04-09 18:12:00
61758251	Fenisia	NULL	NULL	NULL	NULL	NULL	NULL	62347	Yuchi Township	349	Taiwan	NULL	TW	Taiwan, Province of China	TSA	C	NULL	NULL	NULL	NULL	Yuchi Township	NULL	23.866500000	120.928000000	2026-01-29 15:19:00
61758284	Gastehaus Holzheim	NULL	NULL	NULL	NULL	NULL	NULL	8972	Neuss	617	North Rhine-Westphalia	NULL	DE	Germany	ZOQ	C	NULL	6	Münchener Straße	41472	Neuss	NULL	51.156923100	6.666860600	2026-01-29 15:19:00
61758306	Izukogen Gokeikan Koyoro	NULL	NULL	NULL	NULL	NULL	NULL	37632	Ito	1696	Chubu, Honshu	NULL	JP	Japan	HND	C	NULL	1092-2	NULL	413-0232	Ito-Shi	NULL	34.923200000	139.105000000	2026-01-29 15:19:00
61758342	Yusimcheon Guesthouse	NULL	NULL	NULL	NULL	NULL	NULL	69576	Suncheon	1413	South Jeolla Province (Jeollanam-do)	NULL	KR	Korea, Republic of	XYT	C	NULL	1002-1	Gagok-dong	NULL	Suncheon-si	NULL	34.972802250	127.482828720	2026-01-29 15:19:00
61759357	Hotel Kotva	NULL	NULL	NULL	NULL	NULL	NULL	39	Sunny Beach	15	Bulgarian Riviera - the south (Burgas)	NULL	BG	Bulgaria	BOJ	C	NULL	NULL	NULL	8240	Sunny Beach	+35955425807	42.666726835	27.708342915	2026-01-29 10:32:00
61759451	Seven Elysee Residence	NULL	NULL	NULL	NULL	NULL	NULL	21317	Abidjan	484	Ivory Coast	NULL	CI	Ivory Coast	ABJ	C	NULL	NULL	Angre 7eme Tranche; Cocody; Abidjan	NULL	NULL	NULL	5.345560000	-3.988000000	2026-01-29 15:19:00
61759520	Orbit Inn Houston	NULL	NULL	NULL	NULL	NULL	NULL	1114	Houston	395	Texas	TX	US	USA	HOU	C	NULL	9202	Homestead Road	77016	Houston	+17136337374	29.845177000	-95.301498000	2026-01-29 10:32:00
61759531	Americas Best Value Inn - Collinsville / St. Louis	1300	Americas Best Value Inn	NULL	NULL	NULL	NULL	20420	Collinsville	367	Illinois	IL	US	USA	STL	C	NULL	552	Ramada Boulevard	62234	Collinsville	+16183459500	38.680035000	-90.010922000	2026-01-28 17:29:00
61759597	Yalvac Konaklari	NULL	NULL	NULL	NULL	NULL	NULL	27324	Isparta	292	inland	NULL	TR	Tuerkiye	ISE	C	NULL	NULL	NULL	32400	Isparta	+902464416641	38.299217670	31.174860670	2026-01-29 15:19:00
61759611	Ca'Nadia	NULL	NULL	NULL	NULL	NULL	NULL	22785	Campalto	437	Veneto	NULL	IT	Italy	BLQ	C	NULL	9/A	Via Dei Rododendri	30173	Campalto	+390415420400	45.494559400	12.293569660	2026-01-29 15:19:00
61759666	Creta Maris Resort	NULL	NULL	NULL	NULL	NULL	NULL	201	Hersonissos	46	Crete	NULL	GR	Greece	HER	C	NULL	NULL	NULL	700 14	Hersonissos	+302897027000	35.324732760	25.386885703	2026-01-29 10:32:00
61759691	319 Mcarthur Square Hotel	NULL	NULL	NULL	NULL	NULL	NULL	37124	Angeles City	316	Philippines	NULL	PH	Philippines	CRK	C	NULL	319	Mc Arthur Highway	NULL	Angeles City	NULL	15.165000000	120.576000000	2026-01-29 15:19:00
61759713	Kungut Hotel & Resort	NULL	NULL	NULL	NULL	NULL	NULL	72103	Bas Kungut	860	Azerbaijan	NULL	AZ	Azerbaijan	GBB	C	NULL	NULL	NULL	5515	Bash Kungut	NULL	41.165094460	47.328140700	2026-07-12 14:33:00
61759873	Sunny Aparts 1	NULL	NULL	NULL	NULL	NULL	NULL	1009	Canggu	1083	Bali	NULL	ID	Indonesia	DPS	L	NULL	NULL	Jalan Kintan	80361	Canggu	NULL	-8.668487420	115.145190920	2026-07-27 14:24:00
61759931	Llety Elan	NULL	NULL	NULL	NULL	NULL	NULL	124790	Rhydyfelin ( Pontypridd )	801	Wales	NULL	GB	United Kingdom	NULL	NULL	NULL	NULL	NULL	SY23 4UL	Rhydyfelin	NULL	52.380200000	-4.070490000	2026-01-29 15:19:00
61760000	Bacco E Barocco	NULL	NULL	NULL	NULL	NULL	NULL	9025	Lecce	78	Apulia	NULL	IT	Italy	LCC	C	NULL	14	Via Clemente Rebora	73100	Lecce	NULL	40.366348710	18.188529980	2026-06-22 15:00:00
61760135	Execustay Park At Riverdale	NULL	NULL	NULL	NULL	NULL	NULL	20067	Little Rock	394	Arkansas	AR	US	USA	LIT	C	NULL	2200	Riverfront Dr	72202	Little Rock	NULL	34.770763000	-92.308666000	2026-01-29 15:19:00
61760146	Ruta88	NULL	NULL	NULL	NULL	NULL	NULL	17355	Chisinau	866	Moldova	NULL	MD	Moldova	KIV	C	NULL	88	Uzinelor	2023	Chi?inau	NULL	47.000224730	28.894117430	2026-01-29 15:19:00
61760157	Deva Garden Resort	NULL	NULL	NULL	NULL	NULL	NULL	42726	Prachinburi	927	Central Thailand	NULL	TH	Thailand	BKK	C	NULL	32	NULL	25000	Prachinburi	NULL	14.108160130	101.342946140	2026-01-29 15:19:00
61760960	Quinta Real Saltillo	2505	LVX Collection	NULL	NULL	NULL	NULL	23601	Saltillo	1566	Nordmexiko	NULL	MX	Mexico	SLW	C	NULL	1385	Boulevard José Sarmiento	25204	Saltillo	NULL	25.479451000	-100.979320000	2026-02-04 12:52:00
61761040	Sanhe Hotel	NULL	NULL	NULL	NULL	NULL	NULL	32788	Qingyuan, Guangdong	1179	South China	NULL	CN	China	CAN	C	NULL	20	Xuanzhen Road	NULL	Qingyuan	NULL	23.694700000	113.039000000	2026-01-29 15:19:00
61761117	Hotel Basant	NULL	NULL	NULL	NULL	NULL	NULL	8896	Jaipur	853	Rajasthan	NULL	IN	India	JAI	C	NULL	NULL	NULL	NULL	Jaipur	NULL	26.917400000	75.804700000	2026-01-29 15:19:00
61761120	Rosewood Rooms	NULL	NULL	NULL	NULL	NULL	NULL	482	St. Paul's Bay	101	Malta	NULL	MT	Malta	MLA	L	NULL	NULL	NULL	NULL	St. Paul's Bay	NULL	35.948889110	14.412329450	2026-01-29 15:19:00
61761197	Hotel Vasundhra	NULL	NULL	NULL	NULL	NULL	NULL	26994	Gandhinagar	980	Gujarat	NULL	IN	India	AMD	C	NULL	Plot 436	GH-5 Road	382016	Gandhinagar	NULL	23.224316769	72.646167688	2026-01-29 15:19:00
61761211	Hanting Hujiang Kaifaqu	NULL	NULL	NULL	NULL	NULL	NULL	7638	Suzhou, Jiangsu	1168	East China	NULL	CN	China	SZV	C	NULL	1088	Yundong Avenue	215101	Suzhou	NULL	31.163212000	120.662734000	2026-01-29 15:19:00
61761233	Madagascar Hotel	NULL	NULL	NULL	NULL	NULL	NULL	31936	Kupang	1078	Timor	NULL	ID	Indonesia	KOE	C	NULL	NULL	Jalan Perintis Kemerdekaan III	85228	Kupang	NULL	-10.155800000	123.616000000	2026-01-29 15:19:00
61761371	FerienAppartement Schmalhofer	NULL	NULL	NULL	NULL	NULL	NULL	8210	Bad Birnbach	615	Bavaria	NULL	DE	Germany	QIP	C	NULL	NULL	NULL	NULL	Bad Birnbach	NULL	48.440000000	13.086100000	2026-01-29 15:19:00
61761426	Mountain Art Courtyard	NULL	NULL	NULL	NULL	NULL	NULL	3066	Beijing	1460	Beijing and surrounding area	NULL	CN	China	BJS	C	NULL	1	Dongguan Xidui Street	100000	Miyun	NULL	40.685872980	117.170494020	2026-01-29 15:19:00
61761484	Elegance Resort	NULL	NULL	NULL	NULL	NULL	NULL	26947	Mathura	909	Uttar Pradesh	NULL	IN	India	DEL	C	NULL	NULL	Devi Atas Road	281406	Mathura	NULL	27.595116910	77.642430380	2026-06-22 15:00:00
61761564	Northland Motel	NULL	NULL	NULL	NULL	NULL	NULL	6326	Sudbury	522	Ontario	ON	CA	Canada	YSB	C	NULL	3150	Errington Ave	P0M 1L0	Sudbury	+17058554533	46.568478270	-81.198137600	2026-01-29 15:19:00
61761622	Casa Secoya	NULL	NULL	NULL	NULL	NULL	NULL	41047	Monte Rio	404	California	CA	US	USA	DFW	C	NULL	19455	Highway 116	95462	Monte Rio	+18555983103	38.477164280	-122.998544501	2026-01-29 15:19:00
61761666	Hamilton Hotel	NULL	NULL	NULL	NULL	NULL	NULL	7566	Seoul	1406	Seoul and Gyeonggi Provence (Gyeonggi-do)	NULL	KR	Korea, Republic of	SEL	L	NULL	179	Iteawon-dong	NULL	Seoul	+82237866000	37.534800000	126.993885000	2026-01-29 15:19:00
61761677	Assheton Arms Hotel	NULL	NULL	NULL	NULL	NULL	NULL	303	Manchester	1471	North West England	NULL	GB	United Kingdom	MAN	C	NULL	1	NULL	M24 6AE	Manchester	+441616436009	53.550940840	-2.196214760	2026-01-29 15:19:00
61761757	Mahone Hotel & Served Apartment	NULL	NULL	NULL	NULL	NULL	NULL	7628	Chengdu	1172	Central China	NULL	CN	China	CTU	C	NULL	112	Wuhou Avenue	NULL	Chengdu	NULL	30.653500000	104.058000000	2026-01-29 15:19:00
61763037	Casa Paraiso Boutique B&B	NULL	NULL	NULL	NULL	NULL	NULL	647	Torremolinos	736	Costa del Sol	NULL	ES	Spain	UTL	C	NULL	36	Calle Sierra De Montanchez	29620	Torremolinos	+34656866722	36.638527600	-4.499844990	2026-01-28 17:29:00
61763131	Es Norai 18	NULL	NULL	NULL	NULL	NULL	NULL	753	Cala Ratjada	133	Mallorca	NULL	ES	Spain	PMI	C	NULL	18	Neptú	07590	Cala Ratjada	NULL	39.702232600	3.454162210	2026-01-29 15:19:00
61763142	Stary Zamok	NULL	NULL	NULL	NULL	NULL	NULL	43290	Ryazan	1187	Central Russia	NULL	RU	Russian Federation	RZN	C	NULL	1D-K	Berezovaya Street	390035	Rjasan	+74912982214	54.600370700	39.721600990	2026-01-29 15:19:00
61763175	The River Runs Chiang Klang	NULL	NULL	NULL	NULL	NULL	NULL	37174	Nan	140	Northern Thailand	NULL	TH	Thailand	NNT	C	NULL	117	Moo 7 Puea	55160	Nan	NULL	19.321297020	100.843731030	2026-06-22 15:00:00
61763222	Didu Express Inn	NULL	NULL	NULL	NULL	NULL	NULL	7562	Guillin	1179	South China	NULL	CN	China	KWL	C	NULL	50	Jinshui Road	541100	Lingui	NULL	25.248394290	110.213556860	2026-01-29 15:19:00
61763357	Yeza Inn	NULL	NULL	NULL	NULL	NULL	NULL	420	Nairobi	639	inland	NULL	KE	Kenya	NBO	C	NULL	NULL	Kindaruma Homes Apartments; G floor Right Side; Nairobi	NULL	NULL	NULL	-1.294240000	36.810000000	2026-07-26 15:58:00
61763382	Villa Briz Apartments	NULL	NULL	NULL	NULL	NULL	NULL	5375	Sozopol	15	Bulgarian Riviera - the south (Burgas)	NULL	BG	Bulgaria	BOJ	C	NULL	1	Kalfata Street	8200	Sozopol	NULL	42.408157860	27.708027780	2026-01-29 15:19:00
61763415	7Days Inn Changsha Middle Renmin Road Xiangyafuer	2633	7Days Inn	NULL	NULL	NULL	NULL	22007	Changsha	1179	South China	NULL	CN	China	CSX	C	NULL	65	Middle Renmin Road	410011	Changsha	NULL	28.186142040	112.989813940	2026-01-29 15:19:00
61763473	Hotel California 2 by OYO	NULL	NULL	NULL	NULL	NULL	NULL	337	Batam Island	1087	Riau Kepulauan (Riau Islands)	NULL	ID	Indonesia	BTH	C	NULL	3	Jalan Patimura	29466	Batam	NULL	1.037433200	104.132400500	2026-07-20 14:49:00
61763644	Pension Sotelo	NULL	NULL	NULL	NULL	NULL	NULL	620	Logrono	956	La Rioja	NULL	ES	Spain	RJL	C	NULL	18-1st	Calle Calvo Sotelo	26003	Logrono	NULL	42.463951750	-2.442504150	2026-07-20 14:49:00
61763680	ShiGuang Hostel	NULL	NULL	NULL	NULL	NULL	NULL	22007	Changsha	1179	South China	NULL	CN	China	CSX	C	NULL	NULL	NULL	410129	Changsha	NULL	28.130544950	113.063138020	2026-06-22 15:00:00
61763702	Cedar Haus by Big Bear Vacations	NULL	NULL	NULL	NULL	NULL	NULL	8068	Big Bear Lake	404	California	CA	US	USA	ONT	C	NULL	42682	Cedar Avenue	92315	Big Bear Lake	+18774176504	34.237002920	-116.870888470	2026-01-29 15:19:00
61763746	Cuevas Algarves De Gorafe	NULL	NULL	NULL	NULL	NULL	NULL	66322	Gorafe	591	Andalucia	NULL	ES	Spain	RGS	C	NULL	19D	Calle Castillo Alto	18890	Gorafe	NULL	37.481236750	-3.041047500	2026-01-28 17:29:00
61763837	Landhotel Haus Weber	NULL	NULL	NULL	NULL	NULL	NULL	25965	Horn-Bad Meinberg	617	North Rhine-Westphalia	NULL	DE	Germany	PAD	C	NULL	4	Hasenwinkel	32805	Horn-Bad Meinberg	+49523484930	51.874295995	8.901038280	2026-01-29 15:19:00
61765084	City World	NULL	NULL	NULL	NULL	NULL	NULL	3933	Heidelberg	616	Baden-Wuerttemberg	NULL	DE	Germany	HDB	C	NULL	24	Rohrbacher Street	69115	Heidelberg	NULL	49.397490480	8.689563850	2026-01-29 15:19:00
61765095	Samed Resort	NULL	NULL	NULL	NULL	NULL	NULL	25758	Nakhon Ratchasima	926	Isan (Northeast Thailand)	NULL	TH	Thailand	NAK	C	NULL	713	Soi Sam Yod	30000	Nakhon Ratchasima	NULL	14.935428910	102.029032550	2026-01-29 15:19:00
61765142	Posada de Montana Monserrat	NULL	NULL	NULL	NULL	NULL	NULL	47	San Jose	1240	San Jos+® & surrounding area	NULL	CR	Costa Rica	SJO	C	NULL	NULL	10 km Noreste De La Terminal De Buses De Cascajal; Vasquez De Coronado; San Jose	NULL	NULL	NULL	9.941320400	-84.101947100	2026-01-29 15:19:00
61765153	Hotel The Citi Residenci	NULL	NULL	NULL	NULL	NULL	NULL	26857	Durgapur	979	West Bengal	NULL	IN	India	RDP	C	NULL	NULL	SHAHID KHUDIRAM SARANI	713216	DURGAPUR	+919609601999	23.520300000	87.325100000	2026-01-29 15:19:00
61765266	Sun Day B&B	NULL	NULL	NULL	NULL	NULL	NULL	43313	Magong	1475	Penghu	NULL	TW	Taiwan, Province of China	MZG	C	NULL	15	Wenshan Road	88049	Magong	NULL	23.561973820	119.584929330	2026-01-29 15:19:00
61765371	Appart'City Grenoble Meylan	2164	Appart'City	NULL	NULL	NULL	NULL	51441	Meylan	574	The French Alps	NULL	FR	France	GNB	C	NULL	21/23	Allée des Frênes	38240	Meylan	+33476251399	45.212699000	5.793050000	2026-01-29 15:19:00
61765440	Apartments Minsk	NULL	NULL	NULL	NULL	NULL	NULL	17124	Minsk	861	Belarus	NULL	BY	Belarus	MHP	C	NULL	NULL	Lenina Street Area	NULL	NULL	NULL	53.901894860	27.556601450	2026-01-29 15:19:00
61765484	Feriensuite Veld und Vechte	NULL	NULL	NULL	NULL	NULL	NULL	45954	Neuenhaus	624	Lower Saxony	NULL	DE	Germany	FMO	C	NULL	NULL	NULL	NULL	Neuenhaus	NULL	52.510700000	6.972120000	2026-01-29 15:19:00
61765495	Hotel Suruchi Ajmer	NULL	NULL	NULL	NULL	NULL	NULL	26848	Ajmer	853	Rajasthan	NULL	IN	India	JAI	C	NULL	NULL	NULL	305001	Ajmer	NULL	26.461600000	74.633100000	2026-01-29 15:19:00
61765506	USA Economy Lodge	NULL	NULL	NULL	NULL	NULL	NULL	21272	Spartanburg	392	South Carolina	SC	US	USA	SPA	C	NULL	7136	Ashville Highway	29303	Spartanburg	+18645030780	34.985725371	-81.974240783	2026-01-29 15:19:00
61765600	Al Mawasim Hotel by OYO Rooms	2762	OYO (Parent)	OY	OYO HOTELS AND HOMES	NULL	NULL	19608	Abha	880	Asir	NULL	SA	Saudi Arabia	AHB	C	NULL	NULL	2 9337 Shamasan; Abha 62521	NULL	NULL	NULL	18.229702850	42.508499130	2026-01-29 15:19:00
61765644	Romooz Inn Hotel Suites	NULL	NULL	NULL	NULL	NULL	NULL	31396	Al Khobar	1090	Eastern Province (Ash Sharqiyah)	NULL	SA	Saudi Arabia	DMM	C	NULL	NULL	5 Street	34448	Al Khobar	NULL	26.293296360	50.178955990	2026-01-29 15:19:00
61765655	Olhar Sobre O Alva - Turismo Rural E Sabores	NULL	NULL	NULL	NULL	NULL	NULL	1694	Oliveira do Hospital	326	the centre of Portugal	NULL	PT	Portugal	OPO	C	NULL	8	Rua Dos Olivais	3400-733	Oliveira Do Hospital	+351238011511	40.317389150	-7.866710730	2026-01-29 15:19:00
61765702	Hotel Awana	NULL	NULL	NULL	NULL	NULL	NULL	55934	Lalitpur	430	Nepal	NULL	NP	Nepal	PKR	C	NULL	NULL	NULL	44700	Lalitpur	+97715014900	27.627227700	85.347303570	2026-01-28 17:29:00
61766866	Le Point de Vue	NULL	NULL	NULL	NULL	NULL	NULL	44461	Chiny-sur-Semois	175	Belgium	NULL	BE	Belgium	BRU	C	NULL	6	Rue du Fort	6810	Chiny-sur-Semois	+3261311745	49.741865830	5.344298120	2026-01-29 15:19:00
61766993	Kamp Kalebic	NULL	NULL	NULL	NULL	NULL	NULL	53089	Betina	698	Krk and Northern Adriatic Islands	NULL	HR	Croatia	ZAD	C	NULL	2	Prosika	22244	Betina	+385921249325	43.822700000	15.603800000	2026-01-29 15:19:00
61767004	Kasbah Ounila	NULL	NULL	NULL	NULL	NULL	NULL	73678	Tamdakhte	1519	Atlas	NULL	MA	Morocco	OZZ	C	NULL	NULL	NULL	45100	Tamdaght	NULL	31.096583650	-7.139499350	2026-01-29 15:19:00
61767015	B&B Helichrysum	NULL	NULL	NULL	NULL	NULL	NULL	2169	Santa Margherita di Pula	83	Sardinia	NULL	IT	Italy	CAG	C	NULL	9Q	Viale Silvania	09010	Santa Margherita Di Pula	NULL	38.941500000	8.937200000	2026-01-29 15:19:00
61767222	Hotel Sabar Inn	NULL	NULL	NULL	NULL	NULL	NULL	21335	Ahmedabad	980	Gujarat	NULL	IN	India	AMD	C	NULL	NULL	Reid Road	380002	Ahmedabad	NULL	23.026905000	72.599764000	2026-01-29 15:19:00
61767291	Hotel New Nishida	NULL	NULL	NULL	NULL	NULL	NULL	77713	Tokunoshima	1280	Ryukyu Islands	NULL	JP	Japan	TKN	C	NULL	7380	NULL	891-7101	Tokunoshima-cho	NULL	27.729972170	129.019245950	2026-01-29 15:19:00
61767335	Hospedaria Iriri	NULL	NULL	NULL	NULL	NULL	NULL	59426	Anchieta, Espirito Santo	1162	Southeast	NULL	BR	Brazil	VIX	C	NULL	NULL	Avenida Dom Helvécio	29230-000	Anchieta	NULL	-20.816100000	-40.638800000	2026-01-29 15:19:00
61767346	Dar Hafsa	NULL	NULL	NULL	NULL	NULL	NULL	20300	Mecca	1124	Mecca	NULL	SA	Saudi Arabia	JED	C	NULL	NULL	Al Rahmah Street	21955	Makkah	NULL	21.418500000	39.828200000	2026-01-29 15:19:00
61767357	Haus Kummerle / Ferienhuttle Romantik pur	NULL	NULL	NULL	NULL	NULL	NULL	3638	Obermaiselstein	1241	Allgau	NULL	DE	Germany	MUC	C	NULL	5	Burgschrofenweg	87538	Obermaiselstein	NULL	47.445590000	10.237580000	2026-01-29 15:19:00
61767360	Ferienwohnung Jakomeit	NULL	NULL	NULL	NULL	NULL	NULL	4615	Wremen	1254	North Sea coast	NULL	DE	Germany	BRE	C	NULL	NULL	NULL	NULL	Wremen	NULL	53.647700000	8.504750000	2026-01-29 15:19:00
61767371	Haus Annette	NULL	NULL	NULL	NULL	NULL	NULL	3467	Glowe	1249	Ruegen Island	NULL	DE	Germany	HAM	C	NULL	11 Und 12	NULL	18551	Glowe	NULL	54.568900000	13.463500000	2026-01-29 15:19:00
61767426	Natta Apartment	NULL	NULL	NULL	NULL	NULL	NULL	27381	Khao Yai National Park	926	Isan (Northeast Thailand)	NULL	TH	Thailand	BKK	C	NULL	85/6	NULL	30130	Khao Yai	NULL	14.562200000	101.477000000	2026-01-29 15:19:00
61767622	Espacio Enclave	NULL	NULL	NULL	NULL	NULL	NULL	9799	Valparaiso	1543	Valparaiso & Umgebung	NULL	CL	Chile	VAP	C	NULL	143	Clave	2340000	Valparaiso	NULL	-33.044400000	-71.624200000	2026-01-29 15:19:00
61767724	APA Hotel Kayabacho Hatchobori Ekimae	NULL	NULL	NULL	NULL	NULL	NULL	1739	Tokyo	1283	Tokyo & surrounding area	NULL	JP	Japan	TYO	L	NULL	3	NULL	103-0025	Tokyo	NULL	35.677526230	139.778173190	2026-01-28 17:29:00
61767760	Amber B&B	NULL	NULL	NULL	NULL	NULL	NULL	21770	Boyle	204	Ireland	NULL	IE	Eire / Ireland	NOC	C	NULL	NULL	Corrigeenroe; Boyle; County Roscommon	NULL	NULL	NULL	54.038589650	-8.262458700	2026-01-29 15:19:00
61767771	Haus Bertram Kienzler	NULL	NULL	NULL	NULL	NULL	NULL	3693	Schonach	1260	The Black Forest	NULL	DE	Germany	STR	C	NULL	NULL	NULL	NULL	Schonach	NULL	48.142700000	8.198800000	2026-01-29 15:19:00
61767793	Avalon Kelinci by RedDoorz	NULL	NULL	NULL	NULL	NULL	NULL	78869	Pasar Baru	1402	West Java (Jawa Barat)	NULL	ID	Indonesia	JKT	C	NULL	32	Jalan Kelinci Raya	10710	Pasar Baru	NULL	-6.162530700	106.834908560	2026-01-29 15:19:00
61767815	OYO Townhouse 755 Hotel Maharaja	NULL	NULL	NULL	NULL	NULL	NULL	27010	Gurgaon	981	Haryana	NULL	IN	India	DEL	C	NULL	770	Sector 38	122001	Gurgaon	NULL	28.468100000	77.071400000	2026-01-29 15:19:00
61768924	BayFront Inn	NULL	NULL	NULL	NULL	NULL	NULL	34094	Erie	385	Pennsylvania	PA	US	USA	ERI	C	NULL	2540	West 8th Street	16505	Erie	+18148382081	42.107017994	-80.140038182	2026-01-29 10:32:00
61768993	Nights Inn	NULL	NULL	NULL	NULL	NULL	NULL	7503	Thunder Bay	522	Ontario	ON	CA	Canada	YQT	C	NULL	180	MacDougall Street	P7A 2K3	Thunder Bay	NULL	48.449314831	-89.194751930	2026-01-29 15:19:00
61769131	Hostal Utama	NULL	NULL	NULL	NULL	NULL	NULL	115674	Yumani	451	Bolivia	NULL	BO	Bolivia	LPB	C	NULL	NULL	Comino Norte	0020	Comunidad Yumani	NULL	-16.035736180	-69.148430480	2026-01-28 17:29:00
61769186	City Inn Guangzhou	NULL	NULL	NULL	NULL	NULL	NULL	7632	Guangzhou (Canton)	1179	South China	NULL	CN	China	CAN	C	NULL	29	Jianye Road	510000	Guangzhou	NULL	23.125130000	113.373059250	2026-01-29 15:19:00
61769211	Ronal Residence 3	NULL	NULL	NULL	NULL	NULL	NULL	1535	Bandung	1402	West Java (Jawa Barat)	NULL	ID	Indonesia	BDO	C	NULL	36	Jupiter Tengah I Street	40286	Bandung	NULL	-6.895490000	107.605000000	2026-01-29 15:19:00
61769335	De La Place	NULL	NULL	NULL	NULL	NULL	NULL	22026	Chatel-Saint-Denis	1525	Kanton Freiburg	NULL	CH	Switzerland	ZRH	C	NULL	6	Place d'Armes	1618	Châtel-Saint-Denis	NULL	46.526600000	6.948850000	2026-01-29 15:19:00
61769644	Downtown Motel	NULL	NULL	NULL	NULL	NULL	NULL	41232	Woodward	410	Oklahoma	OK	US	USA	WWR	C	NULL	1208	Oklahoma Avenue	73801	Woodward	+15802566486	36.433950850	-99.394931760	2026-01-29 10:32:00
61769677	Ferienwohnung Schworer	NULL	NULL	NULL	NULL	NULL	NULL	5542	Herbolzheim	1260	The Black Forest	NULL	DE	Germany	BAD	C	NULL	NULL	NULL	NULL	Herbolzheim	NULL	48.223700000	7.765900000	2026-01-29 15:19:00
61769840	Hotel Presidente Ski	NULL	NULL	NULL	NULL	NULL	NULL	3606	Bariloche	1072	Patagonia	NULL	AR	Argentina	BRC	C	NULL	281	Avenida Gobernador León Quaglia	8400	Bariloche	NULL	-41.134275280	-71.308538100	2026-01-29 15:19:00
61769917	Rose Vip	NULL	NULL	NULL	NULL	NULL	NULL	25769	Denizli	292	inland	NULL	TR	Tuerkiye	DNZ	C	NULL	10	6077 Sokak	20160	Denizli	NULL	37.745801000	29.093964460	2026-01-29 15:19:00
61769942	Resort Krishna Vaibhav	NULL	NULL	NULL	NULL	NULL	NULL	26947	Mathura	909	Uttar Pradesh	NULL	IN	India	DEL	C	NULL	NULL	Burja Road	281121	Vrindavan	+917417829525	27.562910380	77.656278400	2026-01-29 15:19:00
61770011	L'acqua diRoma III by ABD Turismo	NULL	NULL	NULL	NULL	NULL	NULL	27708	Caldas Novas	1104	middle western	NULL	BR	Brazil	CLV	C	NULL	NULL	Via Gercina Borges Teixeira	75690-000	Caldas Novas	+556434532012	-17.722321651	-48.626305664	2026-01-29 15:19:00
61770077	Art Deco Hotel Odessos	NULL	NULL	NULL	NULL	NULL	NULL	10418	Varna	14	Bulgarian Riviera - the north (Varna)	NULL	BG	Bulgaria	VAR	C	NULL	1	Blvd. Slivnitsa	9000	Varna City	+35952640300	43.203856990	27.921740850	2021-10-11 17:33:00
61770102	Appartements Martha	NULL	NULL	NULL	NULL	NULL	NULL	42787	Matrei in Osttirol	1237	East Tyrol	NULL	AT	Austria	INN	C	NULL	23	Glanz	9971	Matrei in Osttirol	+436764943982	47.007858650	12.551790420	2026-01-28 17:29:00
61771095	Hotel La Rocina	NULL	NULL	NULL	NULL	NULL	NULL	35032	Burguillos	591	Andalucia	NULL	ES	Spain	RGS	C	NULL	1	Calle Zarzagorda	41220	Burguillos	NULL	37.589862370	-5.971900543	2026-01-29 15:19:00
61771120	B&B Da Giueli	NULL	NULL	NULL	NULL	NULL	NULL	2193	Alassio	82	Italian Riviera	NULL	IT	Italy	ALL	C	NULL	148	Via Xx Settembre	17021	Alassio	+390182645530	44.007883450	8.174430490	2026-01-28 17:29:00
61771175	Chien Ching Bed and Breakfast	NULL	NULL	NULL	NULL	NULL	NULL	7565	Taipei	349	Taiwan	NULL	TW	Taiwan, Province of China	TPE	C	NULL	1	Shixia Lane	NULL	Taipei	NULL	25.108919790	121.844526910	2026-01-29 15:19:00
61771244	OTP-Birkenhof	NULL	NULL	NULL	NULL	NULL	NULL	2580	Bad Kleinkirchheim	495	Carinthia	NULL	AT	Austria	KLU	C	NULL	6	Gurktaler Weg	9546	Bad Kleinkirchheim	+434240671	46.811720000	13.768457000	2026-01-29 15:19:00
